delay
0	2
delay 2[A2]
0	2
delay 2[A3]
0	2
delay 3[A1]
0	2
delay 3[A2]
0	2
delay 3[A3]
0	2
FINAL TIME
0	40
initial s
0	50
initial s with subscripts[A1]
0	50
initial s with subscripts[A2]
0	50
initial s with subscripts[A3]
0	50
INITIAL TIME
0	0
input
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2[A2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2[A3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A2,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A2,B2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A2,B3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A3,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A3,B2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 2x3[A3,B3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3[A1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3[A2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3[A3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A1,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A1,B2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A1,B3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A2,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A2,B2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A2,B3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A3,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A3,B2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
input 3x3[A3,B3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	4
11	4
12	4
13	4
14	4
15	4
16	4
17	4
18	4
19	4
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
s1
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s10[A2,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s10[A3,B1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s11[A1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	6.375
14	1.3125
15	6.375
16	2.15625
17	5.32031
18	3.10547
19	4.58203
20	3.63281
21	4.22607
22	3.86353
23	0.706055
24	5.64001
25	0.652496
26	4.82799
27	1.68864
28	3.88948
29	2.4208
30	3.36561
31	2.7748
32	3.13599
33	2.91921
34	3.04734
35	2.97258
36	3.01572
37	2.99107
38	3.00504
39	2.99718
40	3.00157
s11[A2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	6.375
14	1.3125
15	6.375
16	2.15625
17	5.32031
18	3.10547
19	4.58203
20	3.63281
21	4.22607
22	3.86353
23	0.706055
24	5.64001
25	0.652496
26	4.82799
27	1.68864
28	3.88948
29	2.4208
30	3.36561
31	2.7748
32	3.13599
33	2.91921
34	3.04734
35	2.97258
36	3.01572
37	2.99107
38	3.00504
39	2.99718
40	3.00157
s11[A3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	6.375
14	1.3125
15	6.375
16	2.15625
17	5.32031
18	3.10547
19	4.58203
20	3.63281
21	4.22607
22	3.86353
23	0.706055
24	5.64001
25	0.652496
26	4.82799
27	1.68864
28	3.88948
29	2.4208
30	3.36561
31	2.7748
32	3.13599
33	2.91921
34	3.04734
35	2.97258
36	3.01572
37	2.99107
38	3.00504
39	2.99718
40	3.00157
s12[A1]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s12[A2]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s12[A3]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s13[A1]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s13[A2]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s13[A3]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s14[A1]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s14[A2]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s14[A3]
0	50
1	50
2	50
3	-108.625
4	129.312
5	-108.625
6	89.6562
7	-59.0547
8	45.043
9	-24.3555
10	20.2578
11	-7.62549
12	9.41431
13	2.56543
14	3.54431
15	5.08267
16	2.89708
17	4.89934
18	3.34285
19	4.44909
20	3.70681
21	4.18511
22	3.88609
23	0.693678
24	5.64677
25	0.648818
26	4.82998
27	1.68757
28	3.89006
29	2.42048
30	3.36578
31	2.77471
32	3.13604
33	2.91918
34	3.04736
35	2.97257
36	3.01572
37	2.99106
38	3.00504
39	2.99718
40	3.00157
s2[A1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s2[A2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s2[A3]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s3[A1]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
19	3.99805
20	3.99902
21	3.49951
22	3.24976
23	3.12488
24	3.06244
25	3.03122
26	3.01561
27	3.0078
28	3.0039
29	3.00195
30	3.00098
31	3.00049
32	3.00024
33	3.00012
34	3.00006
35	3.00003
36	3.00002
37	3.00001
38	3
39	3
40	3
s3[A2]
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3.5
12	3.75
13	3.875
14	3.9375
15	3.96875
16	3.98438
17	3.99219
18	3.99609
