b
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	1.19209e-08
8	0.1
9	0.899999
10	-1
d
0	0
1	0.01
2	0.1825
3	0.355
4	0.5275
5	0.7
6	0.76
7	0.82
8	0.88
9	0.94
10	1
e[A1]
0	10
1	11
2	12
3	13
4	14
5	15
6	16
7	17
8	18
9	19
10	20
e[A2]
0	20
1	21
2	22
3	23
4	24
5	25
6	26
7	27
8	28
9	29
10	30
e[A3]
0	30
1	31
2	32
3	33
4	34
5	35
6	36
7	37
8	38
9	39
10	40
f
0	10
1	11
2	12
3	13
4	14
5	15
6	16
7	17
8	18
9	19
10	20
FINAL TIME
0	10
g1
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
g2
0	2
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
g3
0	2
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
g4
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
g5
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
g6
0	2
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
i
0	0
1	0.1
2	0.2
3	0.3
4	0.4
5	0.5
6	0.6
7	0.7
8	0.8
9	0.9
10	1
INITIAL TIME
0	0
SAVEPER
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
TIME STEP
0	1
