Capacity Cost
2020	1e+06
Depreciated Amount
2020	0
2021	0
2022	5e+07
2023	5e+07
2024	5e+07
2025	5e+07
2026	1.75e+08
2027	1.75e+08
2028	1.75e+08
2029	1.75e+08
2030	1.75e+08
2031	1.75e+08
2032	1.75e+08
2033	1.75e+08
2034	1.75e+08
2035	1.75e+08
2036	1.75e+08
2037	1.75e+08
2038	1.75e+08
2039	1.75e+08
2040	1.75e+08
2041	1.75e+08
2042	1.25e+08
2043	1.25e+08
2044	1.25e+08
2045	1.25e+08
2046	0
2047	0
2048	0
2049	0
2050	0
dtime
2020	20
FINAL TIME
2020	2050
INITIAL TIME
2020	2020
New Capacity
2020	0
2021	0
2022	1000
2023	0
2024	0
2025	0
2026	2500
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
2048	0
2049	0
2050	0
SAVEPER
2020	1
2021	1
2022	1
2023	1
2024	1
2025	1
2026	1
2027	1
2028	1
2029	1
2030	1
2031	1
2032	1
2033	1
2034	1
2035	1
2036	1
2037	1
2038	1
2039	1
2040	1
2041	1
2042	1
2043	1
2044	1
2045	1
2046	1
2047	1
2048	1
2049	1
2050	1
str
2020	0
2021	0
2022	1e+09
2023	0
2024	0
2025	0
2026	2.5e+09
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
2048	0
2049	0
2050	0
TIME STEP
2020	1
