FINAL TIME
0	1
INITIAL TIME
0	0
SAVEPER
0	1
1	1
TIME STEP
0	1
U[A1,A1]
0	106
1	106
U[A1,A2]
0	107
1	107
U[A2,A1]
0	206
1	206
U[A2,A2]
0	207
1	207
V[S1,A1,A1]
0	1101
1	1101
V[S1,A1,A2]
0	1102
1	1102
V[S1,A2,A1]
0	1201
1	1201
V[S1,A2,A2]
0	1202
1	1202
V[S2,A1,A1]
0	2101
1	2101
V[S2,A1,A2]
0	2102
1	2102
V[S2,A2,A1]
0	2201
1	2201
V[S2,A2,A2]
0	2202
1	2202
X[A1,A1]
0	101
X[A1,A2]
0	102
X[A1,A3]
0	103
X[A2,A1]
0	201
X[A2,A2]
0	202
X[A2,A3]
0	203
X[A3,A1]
0	301
X[A3,A2]
0	302
X[A3,A3]
0	303
Y[S1]
0	1000
Y[S2]
0	2000
